Mid,T1name,T2name,T1logo,T2logo,Mstatus,T1score,T2score,Mdate,Mtime,Mtour,Mtypes,WR,FB,F10,WR2,FB2,F102,P11,P12,P13,P14,P15,P21,P22,P23,P24,P25,P11_photo,P12_photo,P13_photo,P14_photo,P15_photo,P21_photo,P22_photo,P23_photo,P24_photo,P25_photo,P11_score,P12_score,P13_score,P14_score,P15_score,P21_score,P22_score,P23_score,P24_score,P25_score,TIME,Video
372388,LuckyGaming,Cyberium,https://ru.dltv.org/storage/app/uploads/public/9c3/cb7/e9e/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/595/6e7/73d/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-22,13:00:00,Global Infection Cup,Best of 3,56%,59%,56%,47%,51%,41%,krylat,Andy.B,Gon,ist,.tv/lefitan,Dodren,Otaker,Gatciy,ck,Vicoros,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,172,179,-,-,-,-,-,918,539,283,2020-05-22 13:00:00+03:00,
371648,Sparking Arrow Gaming,TBD,https://ru.dltv.org/storage/app/uploads/public/95a/da8/218/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/9c3/cb7/e9e/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-22,14:00:00,China Dota2 Development League Season 3,Best of 3,61%,54%,54%,,,,Redpanda,Felixciaoba,OpGod,圣子华炼God-King-SzhL,DD斬首,,,,,,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ab7/6b9/4ae/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/840/e44/57f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/840/e44/57f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/840/e44/57f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/840/e44/57f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/840/e44/57f/thumb__300_300_0_0_auto.jpg,199,44,74,-,-,-,-,-,-,-,2020-05-22 14:00:00+03:00,fanat_marvel
371341,Team Aster,EHOME,https://ru.dltv.org/storage/app/uploads/public/9ae/859/ff7/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/df4/e9b/c10/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-22,14:00:00,DPL-CDA Professional League Season 1,Best of 3,52%,52%,56%,51%,49%,47%,ChYuan,Xxs,Sccc丶,Fade,BoBoKa,Sylar,y`,Faith_bian,XinQ,NothingToSay,https://ru.dltv.org/storage/app/uploads/public/949/2f3/fca/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/782/306/9f3/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/221/414/388/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/81e/91b/f3e/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b22/5df/f91/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/39a/316/583/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/a40/0b4/016/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/0a2/7fb/d07/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/6c8/a39/fb4/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,23,-,26,131,96,295,182,7,43,1,2020-05-22 14:00:00+03:00,dota2ruhub3
372628,BOOM Esports,Geek Fam,https://ru.dltv.org/storage/app/uploads/public/875/571/31a/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/617/444/567/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-22,14:00:00,ESL One Birmingham 2020 - Online: Southeast Asia,Best of 3,55%,54%,52%,54%,47%,55%,Fbz,Khezcute,Mikoto,Dreamocel,Hyde-.,K,Xepher,Raven,Kuku^,Whitemon,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/f9f/646/6aa/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/6e2/11e/d81/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/a56/4f9/e4b/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/12a/8d8/819/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/54d/f0e/2c2/thumb__300_300_0_0_auto.jpg,13,1237,2,12,89,55,53,1,7,40,2020-05-22 14:00:00+03:00,esl_dota2
372641,Fnatic,Reality Rift,https://ru.dltv.org/storage/app/uploads/public/a07/8f4/ee5/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/4c0/cc4/daf/thumb__100_100_0_0_auto.png,Finished,2,0,2020-05-22,14:00:00,ESL One Birmingham 2020 - Online: Southeast Asia,Best of 3,65%,48%,58%,49%,45%,44%,iceiceice,jabz,DJ,MooN,23savage,ky xY`,` AlaCrity -,NutZ,Hustla,drew,https://ru.dltv.org/storage/app/uploads/public/7da/a2a/b44/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/79d/01e/3d5/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/84a/703/c3a/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/c57/8c8/543/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/c02/d20/9ff/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/9ce/43a/525/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/7fe/6f9/95c/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/00e/bce/b72/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/f83/a67/30a/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/288/e93/97a/thumb__300_300_0_0_auto.jpg,34,52,316,44,20,-,19,345,180,50,2020-05-22 14:00:00+03:00,noctisak47
372525,Winning Gaming,Sunrise,https://ru.dltv.org/storage/app/uploads/public/b25/d28/74b/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/765/1c4/1da/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-22,14:30:00,Red Star Cup Season 6,Best of 3,49%,57%,47%,47%,51%,46%,Win.Death Sickle,Win.The word,Win.Nbutcher,(not found),(not found),0,1,Sunrise.Vancci,999,Sunrise.AAA,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,-,-,-,-,1034,4393,-,2753,-,2020-05-22 14:30:00+03:00,pavagagg
371978,Astronauts,You Should Ran,https://ru.dltv.org/storage/app/uploads/public/ba9/3db/595/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/803/ce3/93f/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-22,15:00:00,Epulze Global Dota 2 League: Europe Division 1,Best of 2,46%,78%,78%,38%,83%,83%,Womber,MTD,Nukkumatti,GreedoT1,Megabauss,.,Flensmeister,OwnedMe,Chaoly,embrey,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,1686,265,1192,217,822,4653,-,771,1261,-,2020-05-22 15:00:00+03:00,
372321,Ninjas in Pyjamas,Virtus.pro,https://ru.dltv.org/storage/app/uploads/public/3da/c10/0ed/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/32a/cbf/2a7/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-22,15:00:00,OGA Dota PIT 2020 Online: Europe/CIS,Best of 3,50%,53%,48%,66%,53%,56%,MinD_ContRoL,Supream^,Era,SoNNeikO,charlie,Resolut1on,No[o]ne-,W_Zayac,iLTW,Solo,https://ru.dltv.org/storage/app/uploads/public/57c/8bc/898/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/26b/ef7/2eb/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/186/1c0/b87/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/bee/263/985/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/547/0de/b57/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/4cd/8cb/c84/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/5a9/00b/10a/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ed3/895/167/thumb__300_300_0_0_auto.png,119,58,176,-,48,84,3,197,2,1241,2020-05-22 15:00:00+03:00,dota2ruhub2
372457,Team Impunity,Team Oracle,https://ru.dltv.org/storage/app/uploads/public/ab3/bdf/817/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/55f/c1e/f92/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-22,15:00:00,SDI SEA Schedule,Best of 3,52%,54%,55%,58%,51%,56%,Red,Killua,11111,Bombi,hehehe,QO,HAPPY DOTA,Skadi,lordboonz,Destrice,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/19a/2b3/736/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,9,1746,101,-,114,-,46,-,27,2020-05-22 15:00:00+03:00,23creativevn
372387,LuckyGaming,Tpb,https://ru.dltv.org/storage/app/uploads/public/9c3/cb7/e9e/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/75c/bf8/4d2/thumb__100_100_0_0_auto.png,Upcoming,0,0,2020-05-22,16:00:00,Global Infection Cup,Best of 3,56%,59%,56%,49%,53%,61%,krylat,Andy.B,Gon,ist,.tv/lefitan,Mariachi...<3,.bobruha.,youth,LIL SORRY,123,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,172,179,-,-,-,444,633,358,-,4813,2020-05-22 16:00:00+03:00,
372165,Empire Hope,Team Unique,https://ru.dltv.org/storage/app/uploads/public/686/190/b82/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/6ad/c65/1de/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-22,16:00:00,Parimatch League Season 3 Round Robin,Best of 3,52%,55%,53%,47%,48%,46%,EcNart-,tatakae,jAMES,Mastery,lightless,VANSKOR,633,Zitraks,illusion,19teen.,https://ru.dltv.org/storage/app/uploads/public/0f1/f58/c16/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/e1c/718/837/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/c3d/689/aea/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b31/43c/107/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/f0f/278/b7e/thumb__300_300_0_0_auto.jpg,480,129,855,103,269,306,29,107,328,159,2020-05-22 16:00:00+03:00,dota2ruhub
371976,KVP,syndereN Fanclub,https://ru.dltv.org/storage/app/uploads/public/9c3/cb7/e9e/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/9c3/cb7/e9e/thumb__100_100_0_0_auto.png,Finished,1,1,2020-05-22,17:00:00,Epulze Global Dota 2 League: Europe Division 1,Best of 2,66%,57%,55%,50%,33%,20%,GOD,PosingAsMe,Funkefal,coblack,Scy,Blu3,AscendancyDota,WwieWambo,Kaito,Mr. Kothaufen,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,470,180,152,-,-,-,-,1196,-,2020-05-22 17:00:00+03:00,calmydota
372518,Team Aspirations,Winning Gaming,https://ru.dltv.org/storage/app/uploads/public/038/d96/130/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b25/d28/74b/thumb__100_100_0_0_auto.png,Finished,0,2,2020-05-22,17:30:00,Red Star Cup Season 6,Best of 3,49%,50%,51%,49%,57%,47%,TA.apex,(not found),TA.moogys2-,mid,TA.jackumao,Win.Death Sickle,Win.The word,Win.Nbutcher,(not found),(not found),https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,-,-,110,-,-,-,-,-,-,2020-05-22 17:30:00+03:00,
372322,Team Liquid,TBD,https://ru.dltv.org/storage/app/uploads/public/805/8c0/9ce/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/9c3/cb7/e9e/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-22,18:00:00,OGA Dota PIT 2020 Online: Europe/CIS,Best of 3,56%,62%,53%,,,,iNSaNiA,Boxi,qojqva,m`iCKe,Taiga,,,,,,https://ru.dltv.org/storage/app/uploads/public/073/de4/825/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/096/00b/d15/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/235/f73/95a/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/71c/73e/6d8/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/c14/339/763/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/840/e44/57f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/840/e44/57f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/840/e44/57f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/840/e44/57f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/840/e44/57f/thumb__300_300_0_0_auto.jpg,270,33,77,19,139,-,-,-,-,-,2020-05-22 18:00:00+03:00,ogadotapit
371984,You Should Ran,No Bounty Hunter,https://ru.dltv.org/storage/app/uploads/public/803/ce3/93f/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/454/dc7/40c/thumb__100_100_0_0_auto.png,Upcoming,0,0,2020-05-22,19:00:00,Epulze Global Dota 2 League: Europe Division 1,Best of 2,38%,83%,83%,35%,38%,25%,.,Flensmeister,OwnedMe,Chaoly,embrey,Flash,xxxBliNcc,Ar1se,suntnebun,kAAN,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/5ea/7c8/07d/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,4653,-,771,1261,-,516,492,772,596,618,2020-05-22 19:00:00+03:00,
372370,KBU,SMARACIS eSports,https://ru.dltv.org/storage/app/uploads/public/f20/5ab/67d/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/6e4/51d/569/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-22,19:00:00,Global Infection Cup,Best of 3,33%,49%,43%,46%,56%,52%,goddam,BarabaNN,UnderShock,ii,NS,Fezor,Rvze,airu,Kiritych~,Lefitan,https://ru.dltv.org/storage/app/uploads/public/490/c57/8f3/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/edb/d73/d30/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/c4a/d10/b0f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,-,255,631,2825,504,312,301,187,567,2020-05-22 19:00:00+03:00,
372704,Empire Hope,4 Zoomers,https://ru.dltv.org/storage/app/uploads/public/686/190/b82/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b0a/354/d4c/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-22,19:30:00,OMG Cup 3,Best of 3,52%,55%,53%,70%,59%,63%,EcNart-,tatakae,jAMES,Mastery,lightless,Monkeys-forever,Sammyboy,Gunnar,Husky,ocean,https://ru.dltv.org/storage/app/uploads/public/0f1/f58/c16/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/255/541/c0d/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,480,129,855,103,269,168,6,27,49,120,2020-05-22 19:30:00+03:00,moonstudio_ru
